name,begin,length,end,refseq,reverse complement,BLAST result,BLAST score,type,type support,VP1 type,VP1 type support,VP1 subgenogroup,VP1 subgenogroup support
KP341952,2445,891,3336,NC_001612,False,Picornaviridae Enterovirus A,98.428734,CV-A16,100.0,CV-A16,100.0,B1b,94.0
KP341953,2445,891,3336,NC_001612,False,Picornaviridae Enterovirus A,98.428734,CV-A16,100.0,CV-A16,100.0,B1b,98.0
KP341954,2445,891,3336,NC_001612,False,Picornaviridae Enterovirus A,97.86757,CV-A16,100.0,CV-A16,100.0,B1b,98.0
KP341955,2445,891,3336,NC_001612,False,Picornaviridae Enterovirus A,98.428734,CV-A16,100.0,CV-A16,100.0,B1b,100.0
KP341956,2445,891,3336,NC_001612,False,Picornaviridae Enterovirus A,99.21436,CV-A16,100.0,CV-A16,100.0,B1b,100.0
KP341957,2445,891,3336,NC_001612,False,Picornaviridae Enterovirus A,97.53087,CV-A16,100.0,CV-A16,100.0,B1b,100.0
KP341958,2445,891,3336,NC_001612,False,Picornaviridae Enterovirus A,99.21436,CV-A16,100.0,CV-A16,100.0,B1b,100.0
KP341959,2445,891,3336,NC_001612,False,Picornaviridae Enterovirus A,97.6431,CV-A16,100.0,CV-A16,100.0,B1b,97.0
KP341960,2445,891,3336,NC_001612,False,Picornaviridae Enterovirus A,97.6431,CV-A16,100.0,CV-A16,100.0,B1b,98.0
KP341961,2445,891,3336,NC_001612,False,Picornaviridae Enterovirus A,97.53087,CV-A16,100.0,CV-A16,100.0,B1b,99.0
KP341962,2445,891,3336,NC_001612,False,Picornaviridae Enterovirus A,97.9798,CV-A16,100.0,CV-A16,100.0,B1b,97.0
KP341963,2445,891,3336,NC_001612,False,Picornaviridae Enterovirus A,99.21436,CV-A16,100.0,CV-A16,100.0,B1b,96.0
KP341964,2445,891,3336,NC_001612,False,Picornaviridae Enterovirus A,97.86757,CV-A16,100.0,CV-A16,100.0,B1b,98.0
KP341965,2445,891,3336,NC_001612,False,Picornaviridae Enterovirus A,99.3266,CV-A16,100.0,CV-A16,100.0,B1b,100.0
KP341966,2445,891,3336,NC_001612,False,Picornaviridae Enterovirus A,97.6431,CV-A16,100.0,CV-A16,100.0,B1b,97.0
KP341967,2445,891,3336,NC_001612,False,Picornaviridae Enterovirus A,98.87767,CV-A16,100.0,CV-A16,100.0,B1b,98.0
KP341968,2445,891,3336,NC_001612,False,Picornaviridae Enterovirus A,96.85393,CV-A16,100.0,CV-A16,100.0,B1b,99.0
KP341969,2445,891,3336,NC_001612,False,Picornaviridae Enterovirus A,98.9899,CV-A16,100.0,CV-A16,100.0,B1b,97.0
KP341970,2445,891,3336,NC_001612,False,Picornaviridae Enterovirus A,98.87767,CV-A16,100.0,CV-A16,100.0,B1b,99.0
KP341971,2445,891,3336,NC_001612,False,Picornaviridae Enterovirus A,98.3165,CV-A16,100.0,CV-A16,100.0,B1b,98.0
KP341972,2445,891,3336,NC_001612,False,Picornaviridae Enterovirus A,98.87767,CV-A16,100.0,CV-A16,100.0,B1b,98.0
KP341973,2445,891,3336,NC_001612,False,Picornaviridae Enterovirus A,97.9798,CV-A16,100.0,CV-A16,100.0,B1b,99.0
KP341974,2445,891,3336,NC_001612,False,Picornaviridae Enterovirus A,99.438835,CV-A16,100.0,CV-A16,100.0,B1b,99.0
KP341975,2445,891,3336,NC_001612,False,Picornaviridae Enterovirus A,98.428734,CV-A16,100.0,CV-A16,100.0,B1b,100.0
KP341976,2445,891,3336,NC_001612,False,Picornaviridae Enterovirus A,99.438835,CV-A16,100.0,CV-A16,100.0,B1b,98.0
KP341977,2445,891,3336,NC_001612,False,Picornaviridae Enterovirus A,98.54097,CV-A16,100.0,CV-A16,100.0,B1b,96.0
KP341978,2445,891,3336,NC_001612,False,Picornaviridae Enterovirus A,99.438835,CV-A16,100.0,CV-A16,100.0,B1b,97.0
KP341979,2445,891,3336,NC_001612,False,Picornaviridae Enterovirus A,98.428734,CV-A16,100.0,CV-A16,100.0,B1b,98.0
KP341980,2445,891,3336,NC_001612,False,Picornaviridae Enterovirus A,97.86757,CV-A16,100.0,CV-A16,100.0,B1b,99.0
KP341981,2445,891,3336,NC_001612,False,Picornaviridae Enterovirus A,98.54097,CV-A16,100.0,CV-A16,100.0,B1b,99.0
KP341982,2445,891,3336,NC_001612,False,Picornaviridae Enterovirus A,98.3165,CV-A16,100.0,CV-A16,100.0,B1b,97.0
KP341983,2445,891,3336,NC_001612,False,Picornaviridae Enterovirus A,98.54097,CV-A16,100.0,CV-A16,100.0,B1b,99.0
KP341984,2445,891,3336,NC_001612,False,Picornaviridae Enterovirus A,98.20427,CV-A16,100.0,CV-A16,100.0,B1b,99.0
KP341985,2445,891,3336,NC_001612,False,Picornaviridae Enterovirus A,98.3165,CV-A16,100.0,CV-A16,100.0,B1b,97.0
KP341986,2445,891,3336,NC_001612,False,Picornaviridae Enterovirus A,98.6532,CV-A16,100.0,CV-A16,100.0,B1b,94.0
KP341987,2445,891,3336,NC_001612,False,Picornaviridae Enterovirus A,98.54097,CV-A16,100.0,CV-A16,100.0,B1b,96.0
KP341988,2445,891,3336,NC_001612,False,Picornaviridae Enterovirus A,98.54097,CV-A16,100.0,CV-A16,100.0,B1b,100.0
KP341989,2445,891,3336,NC_001612,False,Picornaviridae Enterovirus A,98.54097,CV-A16,100.0,CV-A16,100.0,B1b,97.0
KP341990,2445,891,3336,NC_001612,False,Picornaviridae Enterovirus A,98.428734,CV-A16,100.0,CV-A16,100.0,B1b,98.0
KP341991,2445,891,3336,NC_001612,False,Picornaviridae Enterovirus A,98.54097,CV-A16,100.0,CV-A16,100.0,B1b,96.0
KP341992,2445,891,3336,NC_001612,False,Picornaviridae Enterovirus A,96.96629,CV-A16,100.0,CV-A16,100.0,B1b,95.0
KP341993,2445,891,3336,NC_001612,False,Picornaviridae Enterovirus A,98.765434,CV-A16,100.0,CV-A16,100.0,B1b,100.0
KP341994,2445,891,3336,NC_001612,False,Picornaviridae Enterovirus A,98.6532,CV-A16,100.0,CV-A16,100.0,B1b,99.0
KP341995,2445,891,3336,NC_001612,False,Picornaviridae Enterovirus A,99.438835,CV-A16,100.0,CV-A16,100.0,B1b,99.0
KP341996,2445,891,3336,NC_001612,False,Picornaviridae Enterovirus A,98.428734,CV-A16,100.0,CV-A16,100.0,B1b,100.0
KP341997,2445,891,3336,NC_001612,False,Picornaviridae Enterovirus A,98.428734,CV-A16,100.0,CV-A16,100.0,B1b,100.0
KP686400,2658,538,3196,NC_001612,False,Picornaviridae Enterovirus A,97.908745,CV-A16,100.0,CV-A16,100.0,B1b,91.0
KP686401,2658,538,3196,NC_001612,False,Picornaviridae Enterovirus A,97.908745,CV-A16,100.0,CV-A16,100.0,B1b,92.0
KP686402,2646,541,3193,NC_001612,False,Picornaviridae Enterovirus A,97.98903,CV-A16,100.0,CV-A16,100.0,B1b,95.0
KP686403,2652,535,3193,NC_001612,False,Picornaviridae Enterovirus A,97.96673,CV-A16,100.0,CV-A16,100.0,B1b,91.0
KP686404,2646,546,3192,NC_001612,False,Picornaviridae Enterovirus A,97.798164,CV-A16,100.0,CV-A16,100.0,B1b,93.0
KP686405,2646,546,3192,NC_001612,False,Picornaviridae Enterovirus A,97.798164,CV-A16,100.0,CV-A16,100.0,B1b,93.0
KP751450,2445,891,3336,NC_001612,False,Picornaviridae Enterovirus A,97.41863,CV-A16,100.0,CV-A16,100.0,B1b,100.0
KP751451,2445,891,3336,NC_001612,False,Picornaviridae Enterovirus A,98.765434,CV-A16,100.0,CV-A16,100.0,B1b,99.0
KP751452,2445,891,3336,NC_001612,False,Picornaviridae Enterovirus A,99.3266,CV-A16,100.0,CV-A16,100.0,B1b,96.0
KP751453,2445,891,3336,NC_001612,False,Picornaviridae Enterovirus A,96.969696,CV-A16,100.0,CV-A16,100.0,B1a,87.0
KP751454,2445,891,3336,NC_001612,False,Picornaviridae Enterovirus A,98.765434,CV-A16,100.0,CV-A16,100.0,B1b,99.0
KP751455,2445,891,3336,NC_001612,False,Picornaviridae Enterovirus A,99.55106,CV-A16,100.0,CV-A16,100.0,B1b,96.0
KP751456,2445,891,3336,NC_001612,False,Picornaviridae Enterovirus A,99.438835,CV-A16,100.0,CV-A16,100.0,B1b,98.0
KP751457,2445,891,3336,NC_001612,False,Picornaviridae Enterovirus A,97.75533,CV-A16,100.0,CV-A16,100.0,B1b,100.0
KP751458,2445,891,3336,NC_001612,False,Picornaviridae Enterovirus A,97.75533,CV-A16,100.0,CV-A16,100.0,B1b,98.0
KP751459,2445,891,3336,NC_001612,False,Picornaviridae Enterovirus A,97.53087,CV-A16,100.0,CV-A16,100.0,B1b,100.0
KP751460,2445,891,3336,NC_001612,False,Picornaviridae Enterovirus A,98.764046,CV-A16,100.0,CV-A16,100.0,B1b,99.0
KP751461,2445,891,3336,NC_001612,False,Picornaviridae Enterovirus A,97.6431,CV-A16,100.0,CV-A16,100.0,B1b,99.0
KP751462,2445,891,3336,NC_001612,False,Picornaviridae Enterovirus A,98.3165,CV-A16,100.0,CV-A16,100.0,B1b,96.0
KP751463,2445,891,3336,NC_001612,False,Picornaviridae Enterovirus A,97.75533,CV-A16,100.0,CV-A16,100.0,B1b,97.0
KP751465,2445,891,3336,NC_001612,False,Picornaviridae Enterovirus A,97.53087,CV-A16,100.0,CV-A16,100.0,B1a,83.0
KP751466,2445,891,3336,NC_001612,False,Picornaviridae Enterovirus A,97.53087,CV-A16,100.0,CV-A16,100.0,B1a,83.0
KP751467,2445,891,3336,NC_001612,False,Picornaviridae Enterovirus A,99.21436,CV-A16,100.0,CV-A16,100.0,B1b,99.0
KP751468,2445,891,3336,NC_001612,False,Picornaviridae Enterovirus A,98.428734,CV-A16,100.0,CV-A16,100.0,B1b,97.0
KP751469,2445,891,3336,NC_001612,False,Picornaviridae Enterovirus A,98.65168,CV-A16,100.0,CV-A16,100.0,B1b,98.0
KP751470,2445,891,3336,NC_001612,False,Picornaviridae Enterovirus A,98.9899,CV-A16,100.0,CV-A16,100.0,B1b,97.0
KP751471,2445,891,3336,NC_001612,False,Picornaviridae Enterovirus A,98.20427,CV-A16,100.0,CV-A16,100.0,B1b,96.0
KP751472,2445,891,3336,NC_001612,False,Picornaviridae Enterovirus A,98.9899,CV-A16,100.0,CV-A16,100.0,B1b,99.0
KP751473,2445,891,3336,NC_001612,False,Picornaviridae Enterovirus A,99.55106,CV-A16,100.0,CV-A16,100.0,B1b,98.0
KP751474,2445,891,3336,NC_001612,False,Picornaviridae Enterovirus A,98.765434,CV-A16,100.0,CV-A16,100.0,B1b,98.0
KP751475,2445,891,3336,NC_001612,False,Picornaviridae Enterovirus A,98.765434,CV-A16,100.0,CV-A16,100.0,B1b,97.0
KP751476,2445,891,3336,NC_001612,False,Picornaviridae Enterovirus A,98.765434,CV-A16,100.0,CV-A16,100.0,B1b,98.0
KP751477,2445,891,3336,NC_001612,False,Picornaviridae Enterovirus A,98.6532,CV-A16,100.0,CV-A16,100.0,B1b,99.0
KP751478,2445,891,3336,NC_001612,False,Picornaviridae Enterovirus A,97.9798,CV-A16,100.0,CV-A16,100.0,B1b,98.0
KP751479,2445,891,3336,NC_001612,False,Picornaviridae Enterovirus A,98.765434,CV-A16,100.0,CV-A16,100.0,B1b,98.0
KP751480,2445,891,3336,NC_001612,False,Picornaviridae Enterovirus A,97.9798,CV-A16,100.0,CV-A16,100.0,B1b,97.0
KP751481,2445,891,3336,NC_001612,False,Picornaviridae Enterovirus A,98.765434,CV-A16,100.0,CV-A16,100.0,B1b,98.0
KP751482,2445,891,3336,NC_001612,False,Picornaviridae Enterovirus A,99.21436,CV-A16,100.0,CV-A16,100.0,B1b,100.0
KP751483,2445,891,3336,NC_001612,False,Picornaviridae Enterovirus A,98.9899,CV-A16,100.0,CV-A16,100.0,B1b,98.0
KP751484,2445,891,3336,NC_001612,False,Picornaviridae Enterovirus A,99.3266,CV-A16,100.0,CV-A16,100.0,B1b,100.0
KP751485,2445,891,3336,NC_001612,False,Picornaviridae Enterovirus A,97.9798,CV-A16,100.0,CV-A16,100.0,B1b,97.0
KP751486,2445,891,3336,NC_001612,False,Picornaviridae Enterovirus A,99.55106,CV-A16,100.0,CV-A16,100.0,B1b,98.0
KP751487,2445,891,3336,NC_001612,False,Picornaviridae Enterovirus A,99.21436,CV-A16,100.0,CV-A16,100.0,B1b,98.0
KP751488,2445,891,3336,NC_001612,False,Picornaviridae Enterovirus A,99.21348,CV-A16,100.0,CV-A16,100.0,B1b,98.0
KP751489,2445,891,3336,NC_001612,False,Picornaviridae Enterovirus A,99.102135,CV-A16,100.0,CV-A16,100.0,B1b,100.0
KP751490,2445,891,3336,NC_001612,False,Picornaviridae Enterovirus A,99.3266,CV-A16,100.0,CV-A16,100.0,B1b,98.0
KP751491,2445,891,3336,NC_001612,False,Picornaviridae Enterovirus A,98.765434,CV-A16,100.0,CV-A16,100.0,B1b,97.0
KP751492,2445,891,3336,NC_001612,False,Picornaviridae Enterovirus A,98.765434,CV-A16,100.0,CV-A16,100.0,B1b,97.0
KP751493,2445,891,3336,NC_001612,False,Picornaviridae Enterovirus A,97.6431,CV-A16,100.0,CV-A16,100.0,B1b,99.0
KP751494,2445,891,3336,NC_001612,False,Picornaviridae Enterovirus A,98.765434,CV-A16,100.0,CV-A16,100.0,B1b,98.0
KP751495,2445,891,3336,NC_001612,False,Picornaviridae Enterovirus A,98.765434,CV-A16,100.0,CV-A16,100.0,B1b,100.0
KP751496,2445,891,3336,NC_001612,False,Picornaviridae Enterovirus A,99.438835,CV-A16,100.0,CV-A16,100.0,B1b,99.0
KP751497,2445,891,3336,NC_001612,False,Picornaviridae Enterovirus A,97.9798,CV-A16,100.0,CV-A16,100.0,B1a,89.0
KP751498,2445,891,3336,NC_001612,False,Picornaviridae Enterovirus A,98.9899,CV-A16,100.0,CV-A16,100.0,B1b,100.0
KP751499,2445,891,3336,NC_001612,False,Picornaviridae Enterovirus A,97.19417,CV-A16,100.0,CV-A16,100.0,B1b,99.0
KP751500,2445,891,3336,NC_001612,False,Picornaviridae Enterovirus A,98.9899,CV-A16,100.0,CV-A16,100.0,B1b,99.0
KP751501,2445,891,3336,NC_001612,False,Picornaviridae Enterovirus A,96.95603,CV-A16,100.0,CV-A16,100.0,B1b,99.0
KP751502,2445,891,3336,NC_001612,False,Picornaviridae Enterovirus A,97.6431,CV-A16,100.0,CV-A16,100.0,B1b,98.0
KP751503,2445,891,3336,NC_001612,False,Picornaviridae Enterovirus A,96.95603,CV-A16,100.0,CV-A16,100.0,B1b,97.0
KP751504,2445,891,3336,NC_001612,False,Picornaviridae Enterovirus A,97.41863,CV-A16,100.0,CV-A16,100.0,B1b,98.0
KP751506,2445,891,3336,NC_001612,False,Picornaviridae Enterovirus A,98.9899,CV-A16,100.0,CV-A16,100.0,B1b,99.0
KP751507,2445,891,3336,NC_001612,False,Picornaviridae Enterovirus A,96.632996,CV-A16,100.0,CV-A16,100.0,B1b,95.0
KP751508,2445,891,3336,NC_001612,False,Picornaviridae Enterovirus A,97.9798,CV-A16,100.0,CV-A16,100.0,B1b,96.0
KP751509,2445,891,3336,NC_001612,False,Picornaviridae Enterovirus A,97.19417,CV-A16,100.0,CV-A16,100.0,B1a,87.0
KP751511,2445,891,3336,NC_001612,False,Picornaviridae Enterovirus A,98.9899,CV-A16,100.0,CV-A16,100.0,B1b,99.0
KP751512,2445,891,3336,NC_001612,False,Picornaviridae Enterovirus A,98.6532,CV-A16,100.0,CV-A16,100.0,B1b,100.0
KP751513,2445,891,3336,NC_001612,False,Picornaviridae Enterovirus A,98.428734,CV-A16,100.0,CV-A16,100.0,B1b,98.0
KP751514,2445,891,3336,NC_001612,False,Picornaviridae Enterovirus A,99.55106,CV-A16,100.0,CV-A16,100.0,B1b,97.0
KP751515,2445,891,3336,NC_001612,False,Picornaviridae Enterovirus A,99.55106,CV-A16,100.0,CV-A16,100.0,B1b,99.0
KP751516,2445,891,3336,NC_001612,False,Picornaviridae Enterovirus A,99.21436,CV-A16,100.0,CV-A16,100.0,B1b,100.0
KP751517,2445,891,3336,NC_001612,False,Picornaviridae Enterovirus A,99.55106,CV-A16,100.0,CV-A16,100.0,B1b,99.0
KP751518,2445,891,3336,NC_001612,False,Picornaviridae Enterovirus A,98.3165,CV-A16,100.0,CV-A16,100.0,B1a,81.0
KP751519,2445,891,3336,NC_001612,False,Picornaviridae Enterovirus A,97.75533,CV-A16,100.0,CV-A16,100.0,B1b,100.0
KP751520,2445,891,3336,NC_001612,False,Picornaviridae Enterovirus A,97.06877,CV-A16,100.0,CV-A16,100.0,B1b,98.0
KP751521,2445,891,3336,NC_001612,False,Picornaviridae Enterovirus A,98.20427,CV-A16,100.0,CV-A16,100.0,B1a,81.0
KP751522,2445,891,3336,NC_001612,False,Picornaviridae Enterovirus A,97.9798,CV-A16,100.0,CV-A16,100.0,B1a,88.0
KP751523,2445,891,3336,NC_001612,False,Picornaviridae Enterovirus A,97.75533,CV-A16,100.0,CV-A16,100.0,B1b,100.0
KP751524,2445,891,3336,NC_001612,False,Picornaviridae Enterovirus A,99.3266,CV-A16,100.0,CV-A16,100.0,B1b,99.0
KP751525,2445,891,3336,NC_001612,False,Picornaviridae Enterovirus A,99.438835,CV-A16,100.0,CV-A16,100.0,B1b,97.0
KP751526,2445,891,3336,NC_001612,False,Picornaviridae Enterovirus A,97.19417,CV-A16,100.0,CV-A16,100.0,B1b,99.0
KP751527,2445,891,3336,NC_001612,False,Picornaviridae Enterovirus A,99.55106,CV-A16,100.0,CV-A16,100.0,B1b,97.0
KP751528,2445,891,3336,NC_001612,False,Picornaviridae Enterovirus A,99.55106,CV-A16,100.0,CV-A16,100.0,B1b,99.0
KP751529,2445,891,3336,NC_001612,False,Picornaviridae Enterovirus A,99.55106,CV-A16,100.0,CV-A16,100.0,B1b,98.0
KP751530,2445,891,3336,NC_001612,False,Picornaviridae Enterovirus A,97.9798,CV-A16,100.0,CV-A16,100.0,B1a,82.0
KP751531,2445,891,3336,NC_001612,False,Picornaviridae Enterovirus A,97.41863,CV-A16,100.0,CV-A16,100.0,B1b,100.0
KP751532,2445,891,3336,NC_001612,False,Picornaviridae Enterovirus A,98.87767,CV-A16,100.0,CV-A16,100.0,B1b,98.0
KP751533,2445,891,3336,NC_001612,False,Picornaviridae Enterovirus A,97.53087,CV-A16,100.0,CV-A16,100.0,B1a,82.0
KP751534,2445,891,3336,NC_001612,False,Picornaviridae Enterovirus A,98.9899,CV-A16,100.0,CV-A16,100.0,B1b,98.0
KP751535,2445,891,3336,NC_001612,False,Picornaviridae Enterovirus A,99.3266,CV-A16,100.0,CV-A16,100.0,B1b,98.0
KP751536,2445,891,3336,NC_001612,False,Picornaviridae Enterovirus A,99.102135,CV-A16,100.0,CV-A16,100.0,B1b,99.0
KP751537,2445,891,3336,NC_001612,False,Picornaviridae Enterovirus A,98.9899,CV-A16,100.0,CV-A16,100.0,B1b,96.0
KP751538,2445,891,3336,NC_001612,False,Picornaviridae Enterovirus A,97.6431,CV-A16,100.0,CV-A16,100.0,B1b,97.0
KP751539,2445,891,3336,NC_001612,False,Picornaviridae Enterovirus A,97.6431,CV-A16,100.0,CV-A16,100.0,B1b,97.0
KP751540,2445,891,3336,NC_001612,False,Picornaviridae Enterovirus A,96.969696,CV-A16,100.0,CV-A16,100.0,B1b,97.0
KP751541,2445,891,3336,NC_001612,False,Picornaviridae Enterovirus A,97.6431,CV-A16,100.0,CV-A16,100.0,B1b,97.0
KP751542,2445,891,3336,NC_001612,False,Picornaviridae Enterovirus A,97.6431,CV-A16,100.0,CV-A16,100.0,B1b,97.0
KP751543,2445,891,3336,NC_001612,False,Picornaviridae Enterovirus A,97.08193,CV-A16,100.0,CV-A16,100.0,B1b,97.0
KP751545,2445,891,3336,NC_001612,False,Picornaviridae Enterovirus A,97.53087,CV-A16,100.0,CV-A16,100.0,B1b,94.0
KP751546,2445,891,3336,NC_001612,False,Picornaviridae Enterovirus A,98.87767,CV-A16,100.0,CV-A16,100.0,B1b,97.0
KP751547,2445,891,3336,NC_001612,False,Picornaviridae Enterovirus A,99.10113,CV-A16,100.0,CV-A16,100.0,B1b,96.0
KP751548,2445,891,3336,NC_001612,False,Picornaviridae Enterovirus A,98.765434,CV-A16,100.0,CV-A16,100.0,B1b,99.0
KP751550,2445,891,3336,NC_001612,False,Picornaviridae Enterovirus A,98.20427,CV-A16,100.0,CV-A16,100.0,B1b,97.0
KP751551,2445,891,3336,NC_001612,False,Picornaviridae Enterovirus A,98.428734,CV-A16,100.0,CV-A16,100.0,B1a,84.0
KP751552,2445,891,3336,NC_001612,False,Picornaviridae Enterovirus A,99.55106,CV-A16,100.0,CV-A16,100.0,B1b,100.0
KP751553,2445,891,3336,NC_001612,False,Picornaviridae Enterovirus A,99.438835,CV-A16,100.0,CV-A16,100.0,B1b,99.0
KP751554,2445,891,3336,NC_001612,False,Picornaviridae Enterovirus A,98.765434,CV-A16,100.0,CV-A16,100.0,B1a,86.0
KP751555,2445,891,3336,NC_001612,False,Picornaviridae Enterovirus A,98.6532,CV-A16,100.0,CV-A16,100.0,B1b,100.0
KP751556,2445,891,3336,NC_001612,False,Picornaviridae Enterovirus A,97.08193,CV-A16,100.0,CV-A16,100.0,B1b,91.0
KP751557,2445,891,3336,NC_001612,False,Picornaviridae Enterovirus A,97.53087,CV-A16,100.0,CV-A16,100.0,B1b,98.0
